name,id,premium,alternate_url,created_at,department.name,employer.name,area.name,professional_roles.name,employment.name,experience.name,salary,salary.from,salary.to,salary.currency,salary.gross,schedule.name,snippet.requirement,snippet.responsibility,working_time_intervals.name,type.name,description.vacancy
Бизнес аналитик 1C,90773567,False,https://hh.ru/vacancy/90773567,2023-12-18T09:26:17+0300,,1C-Рарус,Самара,Аналитик,Полная занятость,От 1 года до 3 лет,NaN,78439.0,145931.0,RUR,True,Полный день,"Знание одной или нескольких конфигураций: 1С:УПП, 1C:ERP, 1С:КА, 1С:УТ. - Опыт внедрения или...",Участие в работах по внедрению информационных систем на платформе 1С:Предприятие 8 для клиентов корпоративного сектора. Выполнение следующих работ...,,Открытая,"Компания 1С-Рарус - совместное предприятие фирм «1С» и «Рарус», созданное в 1994 году. За время работы на рынке клиентами Компании стали более 100 000 предприятий России и стран СНГ, а также подразделения крупнейших мировых компаний. Мы предлагаем Вам войти в нашу команду! В связи с активным развитием корпоративного сектора мы ищем квалифицированных специалистов в области производственного, бухгалтерского, финансового и бюджетного учета для работы в городе Самара.Обязанности:Участие в работах по внедрению информационных систем на платформе 1С:Предприятие 8 для клиентов корпоративного сектора.Выполнение следующих работ:  Сбор, анализ и описание требований к информационным системам. Постановка задач, поступивших от пользователей, для отдела разработки Выстраивание эффективной коммуникации с ответственными пользователями для осуществления точной постановки задачи. Моделирование бизнес–процессов и пользовательских сценариев Обучение пользователей, создание пользовательских инструкций. Требования:- Знание одной или нескольких конфигураций: 1С:УПП, 1C:ERP, 1С:КА, 1С:УТ.- Опыт внедрения или сопровождения конфигурации, опыт работы с данными конфигурациями на производственном предприятии.- Знание производственных процессов.Приветствуется:- Наличие сертификатов 1С:Профессионал, 1С:Специалист- Продвинутые знания в профильных предметных областях.Условия:  Официальное трудоустройство по ТК РФ. Работа в динамично развивающемся филиале крупной IT- компании; Повышения квалификации и профессионального роста; Бесплатное обучение и сертификация; Интересные проекты, предоставляющие реальную возможность профессионального и карьерного развития; График работы: понедельник - пятница с 09.00 до 18.00; Формат работы: офис, удаленный, гибридный. Развитая корпоративная культура; Заработная плата по итогам собеседования. "
Бизнес-аналитик 1С (УТ 11),90771189,False,https://hh.ru/vacancy/90771189,2023-12-30T08:51:16+0300,,Группа компаний АЯК,Москва,Бизнес-аналитик,Полная занятость,От 1 года до 3 лет,NaN,200000.0,,RUR,False,Полный день,Опыт работы в качестве Аналитика 1С / <highlighttext>Бизнес</highlighttext>-<highlighttext>аналитика</highlighttext> не менее 5 - лет. Знание конфигураций 1С: Управление торговлей 11...,"Участие в проектах автоматизации бизнес-процессов в роли <highlighttext>Бизнес</highlighttext>-<highlighttext>аналитика</highlighttext>. Интервьюирование пользователей, формализация бизнес-процесса для целей автоматизации. ",,Открытая,"ГК ""АЯК"" - дистрибьютор климатического оборудования, представленный на рынке России и стран ближнего зарубежья с 1996 года. В продуктовом портфеле компании представлена продукция лидирующих производителей, таких как:  MDV (Midea Group), Euroklimat   Mitsubishi Heavy Industries, Ltd, General (Fujitsu General Limited) и пр.  Партнерская сеть ГК «АЯК» включает в себя более 30 региональных представительств и 2 000 профессиональных климатических компаний на всей территории России и в странах СНГ. Что будет входить в обязанности:  Участие в проектах автоматизации бизнес-процессов в роли Бизнес-аналитика; Интервьюирование пользователей, формализация бизнес-процесса для целей автоматизации; Формирование функциональных требований для автоматизации бизнес-процессов; Разработка технических заданий программистам по автоматизации бизнес-процессов (преимущественно 1С, Web-разработка, CRM-систем); Координация работы программистов по подготовленным ТЗ, контроль сроков и качества выполнения задач; Предварительное тестирование, оценка соответствия выполненных работ техническому заданию; Организация работ по тестированию и внедрению подготовленных механизмов с представителями Владельца бизнес-процесса / подготовка инструкций пользователя по работе с программным продуктом.  Требования:  Высшее образование математическое / техническое / экономическое; Опыт работы в качестве Аналитика 1С / Бизнес-аналитика не менее 5 - лет; Знание конфигураций 1С: Управление торговлей 11, Бухгалтерия предприятия; Умение читать код и разбираться в механизмах и объектах 1С на уровне конфигурирования; Знание программ Web-разработки и CRM-систем будет преимуществом; Навыки и опыт описания бизнес-процессов, знание нотации BPMN2.0 будет преимуществом; Системное мышление, аналитический склад ума, умение получать, структурировать и систематизировать информацию; Коммуникабельность. Способность работать с разрозненными группами людей на всех уровнях организации; Грамотная устная и письменная речь, владение навыками делового общения и деловой переписки; Умение аргументированно отстаивать свою позицию, выстраивать процесс взаимодействия в команде.  Работа в нашей команде это:  Интересная работа в растущей компании; Конкурентный размер оплаты труда - оклад от 200 000 руб. на руки; Молодой дружный коллектив и адекватное руководство; Поддержка на этапе адаптации, полноценное введение в должность; Возможность обучения за счет компании; Оформление по ТК РФ с первого рабочего дня: оплачиваемые отпуска, больничные, все социальные гарантии в соответствии с законодательством; Место работы – современный БЦ у м. Авиамоторная (шаговая доступность), м. Лефортово, ж/д станция Сортировочная. График: 5/2, пн-чт. 9:30 – 18:30 (можно сдвигать в пределах получаса), пт. до 17:30. "
Бизнес-аналитик,90196915,False,https://hh.ru/vacancy/90196915,2023-12-28T13:18:55+0300,,ИНФАРС,Москва,Бизнес-аналитик,Полная занятость,От 1 года до 3 лет,NaN,120000.0,160000.0,RUR,True,Полный день,"Опыт настройки систем управления бизнес-процессами/CRM-систем. Уверенные навыки владения Excel, понимания громоздких формул и формирования сводных таблиц. ","Документация текущих настроек системы ПланФикс, включая описание действующего функционала и процедур использования. Оказание технической поддержки пользователям системы ПланФикс, включая решение...",,Открытая,"Группа компаний ИНФАРС – it-компания, которая уже более 25 лет предоставляет клиентам из проектно-строительной отрасли доступ к программным решениям, обеспечивая их использование с максимальным результатом. В структуру входят инжиниринговый центр, учебная организация, отдел разработки и департамент продаж и клиентского сервиса. Основные направления: внедрение передовых технологий в проектные организации, подбор и поставка программного обеспечения, индивидуальное/корпоративное обучение и сопровождение проектов. Сегодня мы ищем бизнес-аналитика, который поможет оптимизировать бизнес-процессы.   Требования:  Опыт настройки систем управления бизнес-процессами/CRM-систем; Уверенные навыки владения Excel, понимания громоздких формул и формирования сводных таблиц; Знание основ программирования и принципов взаимодействия систем по REST API; Умение самостоятельно решать задачи в выделенной зоне ответственности.  Обязанности:  Документация текущих настроек системы ПланФикс, включая описание действующего функционала и процедур использования; Оказание технической поддержки пользователям системы ПланФикс, включая решение проблем, помощь в настройке индивидуального рабочего пространства системы, консультация и обучение. Сбор и анализ требований к новому функционалу системы ПланФикс у сотрудников, формирование предложений по способам реализации. Настройка, разработка улучшений и нового функционала, включая внедрение новых бизнес-процессов в системе ПланФикс, и обновление документации. Настройка обмена данными с другими внутренними и внешними сервисами нативными средствами системы ПланФикс. Тестирование изменения нового функционала, проверка его на соответствие Т.З. Формирование отчётов в системе ПланФикс по требованию руководителей подразделений. Условия:  Стабильно высокий оклад от 120 000 до 170 000 (назначается по результатам собеседования); Оформление по ТК РФ с первого дня работы; График работы 5/2, с 09:00 до 18:00, перерыв 1 час; Оплачиваемый официальный отпуск 28 дней; Современный офис; Приятный молодой коллектив. "
Бизнес-аналитик,90293730,False,https://hh.ru/vacancy/90293730,2023-12-28T16:49:24+0300,,СтратоСфера,Зеленоград,Бизнес-аналитик,Полная занятость,От 1 года до 3 лет,NaN,70000.0,200000.0,RUR,False,Полный день,"Опыт работы в проектах автоматизации бизнес-процессов, ИТ продуктов, интеграционных сервисов от 1 года в роли бизнес, либо системного аналитика. - ","Интервьюирование Заказчиков (анализ запросов и формирование требований), работа с пользователями и владельцами процессов, предпроектный анализ требований, процессов и существующих систем...",,Открытая,"  Компания Стратосфера в связи с устойчивым ростом бизнеса приглашает на работу бизнес-аналитика в г. Зеленоград. Работа на федеральных проектах в том числе в финансовом секторе на лидера рынка. Ищем специалистов, которые хотят развиваться в направлении системного и бизнес-анализа. Готовы рассмотреть кандидатов с переездом. Обязанности: - Интервьюирование Заказчиков (анализ запросов и формирование требований), работа с пользователями и владельцами процессов, предпроектный анализ требований, процессов и существующих систем на стороне Заказчика, подготовка схем AS IS и TO BE- Выявление узких мест в процессах и системах, формирование предложений по способу их оптимизации;- Разработка и формирование функциональных требований и технического задания на автоматизацию процессов и новые сервисные решения;- Взаимодействие с разработчиками на этапе разработки решения, тестирование решения,выходной контроль;- Презентации и согласование разработанного бизнес-процесса с Заказчиком;- Сопровождение (консультации) Заказчика в части функционала и работоспособности системы после внедрения;- Ведение действующих проектов (поддержка, оптимизация, исправление функционала);- Анализ возникающих проблем существующего функционала системы;- Изучение влияния предлагаемых изменений на существующие процессы и интеграции;- Изучение текущих бизнес-процессов, доработка действующих систем в рамках: потребностей пользователей, внедрения новых процессов, оптимизации старых;- Написание пользовательской документации для всех участников процессов. Требования: - Опыт работы в проектах автоматизации бизнес-процессов, ИТ продуктов, интеграционных сервисов от 1 года в роли бизнес, либо системного аналитика; - Знание нотаций описания бизнес- процессов; - Умение понятно объяснять и описывать письменно сложные понятия и процессы; - Важно! Логическое мышление и большое желание работать. Условия: - Наши зарплатные предложения от 70 до 200 тыс. руб. в зависимости от опыта и квалификации кандидатов; - Работа в г. Зеленоград (округ Москвы), характер работы офисный, частично удаленный формат согласовывается руководителем; - Аккредитованная IT компания, оформление по ТК РФ, полис ДМС после испытательного срока.          "
"Системный аналитик, удаленно",89146511,False,https://hh.ru/vacancy/89146511,2023-12-25T15:44:17+0300,ВкусВилл. Офис,ВкусВилл,Москва,Системный аналитик,Полная занятость,От 3 до 6 лет,NaN,,200000.0,RUR,False,Удаленная работа,Опыт в системном анализе от 1 года. - Высокий уровень софт-скиллов. - Опыт написания SQL-запросов уровня средний и выше (все...,Команда системной аналитики входит в управления аналитики ВкусВилл и занимается следующими направлениями: - строительство аналитического DWH. - разработка мониторинга качества данных. - ,,Открытая,"Команда системной аналитики входит в управления аналитики ВкусВилл и занимается следующими направлениями: - строительство аналитического DWH - разработка мониторинга качества данных - разработка единой базы знаний - помощь бизнес-заказчикам и смежным командам в закрытии их потребностей и болей Мы находимся в поисках системного аналитика для усиления экспертизы команды и решения больших и интересных задач управления.   Чем предстоит заниматься: - Сбор, анализ и управление требованиями для больших проектов продуктовых команд, команд аналитической поддержки, BI аналитики - Анализ источников данных - Разработка ТЗ (описание бизнес- и технических алгоритмов расчёта метрик, измерений) - Документирование процессов, проектов   Что мы ожидаем от кандидата: - Опыт в системном анализе от 1 года - Высокий уровень софт-скиллов - Опыт написания SQL-запросов уровня средний и выше (все виды join не пугают, есть понимание аналитических функций) - Знание основных нотаций (UML, BPMN, ER) и опыт описания процессов в них Условия:  размер оплаты зависит от результатов собеседования полный рабочий день можно работать удаленно на территории РФ оформление по ТК РФ "
Начальник финансово-экономического отдела,90337618,False,https://hh.ru/vacancy/90337618,2023-12-05T13:38:34+0300,,Ферма Полоусова,Новомосковск (Тульская область),Экономист,Полная занятость,От 3 до 6 лет,NaN,80000.0,100000.0,RUR,False,Полный день,"Опыт работы в качестве финансового менеджера, финансового аналитика, специалиста по финансовому моделированию, <highlighttext>бизнес</highlighttext>-<highlighttext>аналитика</highlighttext> от 3-х лет. - ","Выведение актуальной себестоимости, расчет и контроль. - Контроль и анализ финансово-​​​​​​​экономических показателей​​​​​​​, выявление причин отклонений от плановых показателей​​​​​​​, оперативное прогнозирование...",,Открытая,"Обязанности: - Выведение актуальной себестоимости, расчет и контроль; - Контроль и анализ финансово-​​​​​​​экономических показателей​​​​​​​, выявление причин отклонений от плановых показателей​​​​​​​, оперативное прогнозирование и оценка эффективности; - Ведение и автоматизация управленческого учета; - Курирование и контроль финансового документооборота и бухгалтерии; - Подготовка управленческой отчетности; - Контроль работы бухгалтеров, ведение банк-клиент, проверка бухгалтерской отчетности; - Подготовка предложений по повышению рентабельности фирмы и снижению издержек. - Требования: - Высшее (экономическое, финансовое) образование; - Опыт работы на производстве (пищевая промышленность приветствуется); - Опыт работы в качестве финансового менеджера, финансового аналитика, специалиста по финансовому моделированию, бизнес-аналитика от 3-х лет; - Опыт построения финансовых моделей и проведения финансового анализа; - Свободное владение MS Excel на уровне профессионального пользователя: любые формулы, сводные таблицы, вычисляемые поля; 1С; - Опыт подсчета юнит-экономики розничного магазина, а также финучета на производстве - Приветствуется наличие опыта по построению дашбортов, визуализации данных; - Умение работать в команде, способность быстро разбираться в новых рынках и задачах. Условия: - Полный соцпакет; - Возможна частично удаленная работа; - Своевременная выплата з/п 2 раза в месяц; - Доставка к месту работы из г. Новомосковск, п. Грицовский. При использовании личного транспорта - компенсация ГСМ; - Окончательный размер заработной платы по результатам собеседования."
Разработчик Anaplan,89596223,False,https://hh.ru/vacancy/89596223,2023-12-29T13:05:43+0300,,ARK,Москва,"Программист, разработчик",Полная занятость,От 1 года до 3 лет,NaN,100000.0,,RUR,False,Полный день,"Опыт работы с Anaplan, или аналогичными инструментами (Optimacros). Опыт <highlighttext>бизнес</highlighttext> <highlighttext>аналитики</highlighttext> будет большим плюсом. Знание английского будет большим плюсом (тренинги...",Ведение разработки на платформе Anaplan в соответствии с ТЗ. Построение отчетов и интерфейсов для пользователей. Настройка интеграций с внешними системами...,,Открытая,"Наши партнеры - крупнейшая компания FMCG в поиске Anaplan model builder (anaplan разработчик). Специальные навыки и знания:   Опыт работы с Anaplan, или аналогичными инструментами (Optimacros).   Опыт бизнес аналитики будет большим плюсом.   Знание английского будет большим плюсом (тренинги и документация на английском).   Продвинутый уровень владения Excel.   Обязательный опыт самостоятельной разработки в Anaplan.   Обязанности искомого специалиста и ожидаемые результаты работы:  Ведение разработки на платформе Anaplan в соответствии с ТЗ Построение отчетов и интерфейсов для пользователей. Настройка интеграций с внешними системами через API Анализ финансовых моделей, реализованных в MS Excel и других инструментах Анализ и улучшение существующих бизнес процессов Составление технической документации к разработкам Поддержание списка задач в актуальном состоянии Отслеживание и использование новых релизов и возможностей платформы Anaplan  Условия:  Работа в команде профессионалов в одной из крупнейших FMCG компаний Официальное трудоустройство по ТК Полностью белая заработная плата Удаленный формат Гибкое начало рабочего дня Предоставляемый ДМС "
Менеджер по развитию бизнеса (BDM / IT services),89802556,False,https://hh.ru/vacancy/89802556,2023-12-08T09:13:54+0300,,Тагес Джамп,Москва,"Менеджер по продажам, менеджер по работе с клиентами",Полная занятость,Более 6 лет,NaN,199000.0,,RUR,True,Полный день,"Высшее образование. Опыт работы PM, KAM, BDM, Senior Sales и/или в аналогичных ролях от 3х лет. ",Активные проектные продажи сервисных решений и услуг. Выявлять явные и скрытые потребности клиента для формирования наиболее полного и релевантного предложения. ,,Открытая,"TAGES работает на рынке IT с 2012 года. Компания занимается проектированием, разработкой и поддержкой digital-решений для автоматизации бизнеса. Мы предоставляем своим клиентам полный цикл разработки программного обеспечения с использованием индивидуальных бизнес-решений и актуальных технологий. Компания TAGES начинала с e-com разработки и автоматизации процессов, но на данный момент мы оказываем услуги в области сложных кастомных разработок для крупных российских компаний, таких как Леруа Мерлен, Ригла, М.Видео, Технониколь, Сбербанк, Альфа-банк, Яндекс.Лавка и др. Мы интегрируем свою инжиниринговую команду в бизнес заказчика, чтобы на выходе предложить ему оптимальное решение на основе существующих платформ и собственных разработок. Наша команда инженеров, бизнес-аналитиков, руководителей проектов, UI/UX- и QA-специалистов TAGES осуществляет экспертизу в области автоматизации бизнес-процессов для совершенно разных отраслей. Компания представлена в четырех городах и двух странах. Вакансия открыта с целью масштабирования быстрорастущего проекта, который имеет постоянных клиентов и голубой океан потенциальных. Если вам важно помогать Кампания реализовывать их технологическое превосходство, добро пожаловать к нам Обязанности:  Активные проектные продажи сервисных решений и услуг; Выявлять явные и скрытые потребности клиента для формирования наиболее полного и релевантного предложения; Сопровождение партнеров на этапе запуска и последующее развитие отношений Разработка стратегии выхода на новые целевые группы партнеров Управлять рисками и вести отчетность по вверенным зонам ответственности на уровне руководства компании; Постоянно изучать новости индустрии, посещать профильные мероприятия, поддерживать деловые отношения с ключевыми игроками рынка. Уметь видеть потенциальные возможности и быть готовым идти на умеренный предпринимательский риск;  Требования:  Высшее образование; Опыт работы PM, KAM, BDM, Senior Sales и/или в аналогичных ролях от 3х лет; Верхнеуровневое понимание процесса разработки, знание гибких методологий; Опыт работы на стороне клиента и экспертиза в ключевых отраслях (ритейл, производство, банки, страхование) будет преимуществом Опыт продаж IT сервисов, желательно сложных / не коробочных решений; Навыки ведения переговоров с первыми лицами компании, организации встреч, проведения презентаций; Системность, целеустремленность, аналитический подход, нацеленность на общий результат  Будет плюсом:  Наличие закрытых сделок объемом от 30 млн. руб. / год; Ведение «длинных контрактов» (от 8 мес); Наличие проектов, реализованных с помощью командной работы;  В сопроводительном письме просим указать:  Чему удалось научиться за последнее время; Почему нам стоит взять именно тебя.  Мы предлагаем:  Интересные, увлекательные, амбициозные задачи и проекты, Оплату по результатам собеседования (фикс + %). Демократичный стиль общения в команде. Оплачиваемые обеды Свободная парковка Ноутбук Оформление по ТК РФ. "
Менеджер по подбору персонала (HR-менеджер),90447829,False,https://hh.ru/vacancy/90447829,2023-12-07T14:57:20+0300,,Этажи Коломна-Воскресенск-Раменское,Коломна,Менеджер по персоналу,Полная занятость,Нет опыта,NaN,40000.0,60000.0,RUR,False,Полный день,"Опыт рекрутинга на данную вакансию является обязательным. Рассматриваем кандидатов с опытом работы в активных продажах, в управлении, социальной сфере и...","Вести проекты по формированию команд отдела продаж: разработка профиля должности по запросу руководителей, выбор источников найма специалистов по недвижимости, стимулирование...",,Открытая,"ЭТАЖИ – Это надежная федеральная компания с 20-летней историей и присутствием в 8 странах, включая страны Европы, СНГ и Юго-Восточной Азии, более 200 городов РФ.ПРИСОЕДИНЯЙТЕСЬ К КОМАНДЕ СИЛЬНЫХ!""ЭТАЖИ"" - ЭТО САМЫЙ УСПЕШНЫЙ БРЕНД НА РЫНКЕ НЕДВИЖИМОСТИ РОССИИ.«ЭТАЖИ» - ОФИЦИАЛЬНО ПРИЗНАНО АГЕНТСТВОМ №1 ПО ВЕРСИИ СБЕРБАНКА.""ЭТАЖИ"" - ЭТО СИЛЬНАЯ КОМАНДА ПРОФЕССИОНАЛОВ ЧТО МЫ ПРЕДЛАГАЕМ: - Оплата труда зависит от результатов работы: оклад + KPI + дополнительные бонусы за результативность;- HR-CRM, BI - система сквозной бизнес-аналитики позволяет сводить и анализировать данные;- Корпоративное обучение, софинансирование внешнего обучения, периодические поездки в другие города для обмена опытом (онлайн учебный портал);- Возможности карьерного роста. ЧЕМ ПРЕДСТОИТ ЗАНИМАТЬСЯ: - Вести проекты по формированию команд отдела продаж: разработка профиля должности по запросу руководителей, выбор источников найма специалистов по недвижимости, стимулирование входящего отклика и его обработка, ведение переговоров с различными кандидатами, организация и проведение собеседований, - согласование кандидатов и вывод на испытательный срок;- Адаптационное сопровождение новых сотрудников: контроль обучения и выполнения целевых показателей новичками, проведение адаптационных встреч с последующим формированием отчетной документации и предоставлением обратной связи руководителю;-Работа по регулированию текучести персонала: анализ данных по стажу, разработка мероприятий совместно с руководителями отдела продаж и их реализация;-Формирование бренда работодателя: ведение социальных сетей (карьерных страниц), участие в организации корпоративных мероприятий, работа с отзывами сотрудников (опросы и т.д.) НАШИ ОЖИДАНИЯ: - Опыт рекрутинга на данную вакансию является обязательным. Рассматриваем кандидатов с опытом работы в активных продажах, в управлении, социальной сфере и т.д.;- Законченное высшее образование;- Уверенный пользователь ПК (internet, пакет офисных программ, google-инструменты и т.п.);- Умение быстро адаптироваться в меняющиеся среде, способности к обучению и работе с большим количеством информации;- Развитые коммуникативные навыки, умение поддерживать конструктивный контакт с большим количеством кандидатов и заказчиков;- Ориентация на результат, умение работать с показателями"
Специалист по внедрению Битрикс24 / Интегратор Битрикс24,90614916,False,https://hh.ru/vacancy/90614916,2023-12-30T16:45:27+0300,,Alister group,Курск,Аналитик,Полная занятость,От 1 года до 3 лет,NaN,70000.0,150000.0,RUR,False,Удаленная работа,"Высокие коммуникативные навыки, умение продавать будет преимуществом. Опыт работы в Битрикс24 от года. Опыт внедрения успешных проектов Битрикс24...","Совмещать функции <highlighttext>бизнес</highlighttext>-<highlighttext>аналитика</highlighttext>, технического специалиста и менеджера проектов. Общаться с клиентами: выяснять бизнес-процессы, находить точки роста и постоянно...",,Открытая,"Привет, дорогой соискатель! Мы - IT-компания, больше 10 лет на рынке. Мы - консалтинговое агентство полного цикла. Наша миссия - повышать уровень менеджмента малого и среднего бизнеса в России. Главная наша задача — развивать культуру предпринимательства, и все продукты компании направлены на это. Если в двух словах - мы автоматизируем компании, чтобы они росли кратно. Сейчас в компании трудятся более 70 человек, среди которых системные аналитики, менеджеры проектов, менеджеры по продажам, программисты и разработчики с огромным опытом в настройке и интеграции CRM-систем. Почему открыта вакансия: за прошлый год мы выросли в 2 раза, запустили новое направление, увеличили количество клиентов, в связи с чем и ищем в свою команду максимально настроенных на рост и развитие опытных it-специалистов.   Что вас ждет:  Среднемесячный доход от 70000 рублей (оклад + бонусы); Официальное трудоустройство; Прозрачная зарплата дважды в месяц; Компенсация профессионального обучения; Оплачиваемая стажировка 1 месяц – 40 000 рублей; Обучаясь по нашей собственной системе вы получаете знания и уже оплату вашего труда; Абсолютно открытая система карьерного роста с перспективой стать руководителем; Повышение навыков менеджмента и IT; ”Тихий” отпуск, где вас не тревожат по делу и без; Возможность самому выбирать график и ставку; Мы против переработок! Вовлеченный в компанию собственник компании и руководители; Возможность вникать в бизнесы клиентов. Вникать вместе с наставником и разбираться в самых передовых технологиях для бизнеса, общаясь с первыми лицами компаний по всему СНГ; Огромная база знаний и курсов. Мы заинтересованы, чтобы каждый рос и составляем персональный план развития по всем направлениям; Бесплатная корпоративная библиотека и доступ к складу, где можно найти походное оборудование, рации, спортинвентарь - самокаты и велосипеды; Уютный офис в центре города; Работа в заряженной команде самых адекватных и позитивных людей; Корпоративные мероприятия не ради мероприятия - для людей: командные соревнования по спорту, настолкам, VR, шахматам.  Чему мы научим и что нужно делать:  Совмещать функции бизнес-аналитика, технического специалиста и менеджера проектов; Общаться с клиентами: выяснять бизнес-процессы, находить точки роста и постоянно улучшать процесс продаж клиента; Работать с текущими клиентами - собирать информацию, координировать сроки и обучать работать CRM, отвечать на вопросы в мессенджерах и на созвонах; Настраивать сервисы: CRM, ВАТС, почту, виджеты; Подключать сервисы между собой; Составлять техническую документацию: инструкции, пояснительные записки, памятки, описание алгоритмов работы и т.д.; Распределять задачи, координирую работы между сотрудниками; Технически поддерживать клиентов; Прочие задачи по проектам.  Какие требования:   Высокие коммуникативные навыки, умение продавать будет преимуществом; Опыт работы в Битрикс24 от года; Опыт внедрения успешных проектов Битрикс24 (обязательно) от 1 года Навыки работы с модулем CRM в Битрикс24, Навыки работы с роботами, шаблонами бизнес-процессов, универсальными списками, смарт-процессами; Навыки подключения каналов коммуникаций: почта, мессенджеры, телефония; Навыки поиска и работы с приложениями Битрикс24 Навыки в создании отчетов; Высокий средний балл в университете; Ответственность; Готовность к изменениям и обучению новому; Повышенная обучаемость; Навыки программирования будут тоже плюсом; Высокие навыки владения компьютером; Умение структурировано, полно, понятно и грамотно излагать информацию в устном и письменном виде  Что получит кандидат помимо денег и работы в крутом коллективе:  Научится менеджменту и управлению; Познакомится с множеством интересных людей - собственников и руководителей продаж; Получит навыки построения отдела продаж и маркетинга, анализа бизнес-процессов; Научится жить и мыслить системно, в команде с заряженными адекватными людьми  Просьба откликнуться на вакансию с комментарием “Хочу к Алистеру”  "
